filepath,vendor,session,interaction,participant,export_success,used_filepath,sex
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0006/V03_S0033_I00000129_P1088.mp4,V03,S0033,I00000129,P1088,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0110/V03_S0033_I00000462_P1088.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0039/V00_S0347_I00000132_P0467.mp4,V00,S0347,I00000132,P0467,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0004/V00_S0347_I00000309_P0467.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0021/V02_S5035_I00000313_P5043.mp4,V02,S5035,I00000313,P5043,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0039/V02_S5035_I00000766_P5043.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0016/V01_S0192_I00000130_P1357.mp4,V01,S0192,I00000130,P1357,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0018/V01_S0192_I00000633_P1357.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0113_I00000520_P0008.mp4,V00,S0113,I00000520,P0008,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0113_I00000520_P0008.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0139_I00000379_P0200.mp4,V00,S0139,I00000379,P0200,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0139_I00000379_P0200.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0118_I00000128_P0174.mp4,V00,S0118,I00000128,P0174,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0118_I00000128_P0174.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0114_I00000378_P0165.mp4,V00,S0114,I00000378,P0165,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0114_I00000378_P0165.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0003/V03_S0033_I00000129_P1089.mp4,V03,S0033,I00000129,P1089,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0036/V03_S0033_I00000462_P1089.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0139_I00000503_P0201.mp4,V00,S0139,I00000503,P0201,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0139_I00000503_P0201.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0113_I00000477_P0164.mp4,V00,S0113,I00000477,P0164,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0113_I00000477_P0164.mp4,
